increases^ADP-ribosylation	aroclor 1242	DPP4	0.7279474932937622	
increases^degradation	disparlure	DPP4	0.6570360660552979
increases^degradation	Mineral Waters	TMPRSS4	0.6570088863372803
increases^degradation	Granisetron	TMPRSS4	0.6570088863372803
increases^degradation	Rifamycins	TMPRSS4	0.6570088863372803
increases^degradation	Phentolamine	TMPRSS4	0.6570088863372803
increases^degradation	Pyrroles	TMPRSS4	0.6570088863372803
increases^degradation	2,5-dihydro-2,4,5-trimethylthiazoline	TMPRSS4	0.6570088863372803
increases^degradation	4-nitrophenyl beta-D-xyloside	TMPRSS4	0.6570088863372803
increases^degradation	1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone	TMPRSS4	0.6570088863372803
increases^degradation	Thiophanate	TMPRSS4	0.6570088863372803
increases^degradation	PF 03715455	DPP4	0.6570033431053162
increases^degradation	PD 90780	DPP4	0.6570033431053162
increases^degradation	Octreotide	DPP4	0.6570033431053162
decreases^chemical synthesis	perillic acid	TMPRSS11A	0.6569851040840149
decreases^chemical synthesis	roxatidine acetate	TMPRSS11A	0.6569851040840149
decreases^chemical synthesis	Benzydamine	TMPRSS11A	0.6569851040840149
increases^degradation	lithocholic acid acetate	TMPRSS4	0.6569817066192627
increases^degradation	lithocholic acid acetate	DPP4	0.656978189945221
increases^degradation	norisoboldine	DPP4	0.656978189945221
increases^degradation	isovaleric acid	DPP4	0.656978189945221
increases^degradation	methylethyl ketone	TMPRSS4	0.656974196434021
increases^degradation	Puromycin Aminonucleoside	TMPRSS4	0.656974196434021
increases^degradation	Polysorbates	TMPRSS4	0.656974196434021
decreases^chemical synthesis	Indigo Carmine	TMPRSS11A	0.6569584608078003
decreases^chemical synthesis	Ethylene Dibromide	TMPRSS11A	0.6569584608078003
increases^degradation	Deoxycytidine Monophosphate	DPP4	0.6569569110870361
increases^degradation	3,4-xylidine	TMPRSS4	0.6569523811340332
increases^degradation	Tetrachloroethylene	TMPRSS4	0.6569421291351318
increases^degradation	Coenzyme A	TMPRSS4	0.6569421291351318
increases^degradation	SQ 29548	DPP4	0.6569271087646484
increases^degradation	myricitrin	DPP4	0.656923770904541
increases^degradation	cadmium nitrate	TMPRSS4	0.6568976640701294
decreases^chemical synthesis	nitrobenzene	TMPRSS11A	0.6568931341171265
decreases^chemical synthesis	Avosentan	TMPRSS2	0.6568729281425476
decreases^chemical synthesis	roxatidine acetate	TMPRSS2	0.6568324565887451
decreases^chemical synthesis	Benzydamine	TMPRSS2	0.6568324565887451
decreases^chemical synthesis	Haloperidol	TMPRSS2	0.6568168997764587
decreases^chemical synthesis	Indigo Carmine	TMPRSS2	0.6568054556846619
decreases^chemical synthesis	8-(bis(2-methylphenyl)methyl)-3-phenyl-8-azabicyclo(3.2.1)octan-3-ol	TMPRSS2	0.6567904949188232
decreases^chemical synthesis	asolectin	TMPRSS2	0.6567904949188232
decreases^chemical synthesis	Dihydroxyacetone Phosphate	DPP4	0.6567776203155518
decreases^chemical synthesis	glutathionyl 4-hydroxy-2-nonenal conjugate	DPP4	0.6567776203155518
decreases^chemical synthesis	lipoarabinomannan	TMPRSS2	0.6567620635032654
decreases^chemical synthesis	Trapidil	TMPRSS2	0.6567620635032654
decreases^chemical synthesis	diphenylditelluride	TMPRSS2	0.6567620635032654
decreases^chemical synthesis	tridiphane	TMPRSS2	0.656751811504364
decreases^chemical synthesis	aminopotentidine	TMPRSS2	0.656751811504364
decreases^chemical synthesis	carazolol	TMPRSS2	0.656751811504364
decreases^chemical synthesis	clasto-lactacystin beta-lactone	TMPRSS2	0.656751811504364
decreases^chemical synthesis	3-coumaric acid	TMPRSS2	0.656751811504364
decreases^chemical synthesis	histamine phosphate	TMPRSS2	0.656751811504364
decreases^chemical synthesis	nitrobenzene	TMPRSS2	0.6567400693893433
decreases^chemical synthesis	Oxaprozin	TMPRSS2	0.6567115783691406
decreases^chemical synthesis	Palladium	DPP4	0.656707763671875
increases^degradation	fluorescein 5-maleimide	DPP4	0.6567049026489258
decreases^chemical synthesis	tri-o-cresyl phosphate	TMPRSS2	0.6566622257232666
decreases^chemical synthesis	5-nitro-2-(3-phenylpropylamino)benzoic acid	TMPRSS2	0.6566622257232666
decreases^chemical synthesis	hexaarginine amide	DPP4	0.6566562056541443
decreases^chemical synthesis	monoethylglycinexylidide	DPP4	0.6566562056541443
decreases^chemical synthesis	9-chloro-2-(2-furyl)-5-phenylacetylamino(1,2,4)triazolo(1,5-c)quinazoline	DPP4	0.6566562056541443
decreases^chemical synthesis	Selenium Oxides	DPP4	0.6566562056541443
decreases^chemical synthesis	O-(6)-methylguanine	DPP4	0.6566562056541443
decreases^chemical synthesis	Proanthocyanidins	DPP4	0.6566562056541443
decreases^chemical synthesis	Propofol	DPP4	0.6566562056541443
decreases^chemical synthesis	tetrahydrothiophene	DPP4	0.6566562056541443
decreases^chemical synthesis	6-(N-(7-nitro-2,1,3-benzoxadiazol-4-yl)amino)hexanoyl-glucosylceramide	DPP4	0.6566562056541443
decreases^chemical synthesis	CDTA	DPP4	0.656649112701416
decreases^chemical synthesis	Levodopa	DPP4	0.656607985496521
decreases^chemical synthesis	Potassium Iodide	TMPRSS2	0.656578779220581
decreases^chemical synthesis	Haloperidol	DPP4	0.6565560102462769
decreases^chemical synthesis	methylarsine oxide	DPP4	0.656529426574707
decreases^chemical synthesis	8-(bis(2-methylphenyl)methyl)-3-phenyl-8-azabicyclo(3.2.1)octan-3-ol	DPP4	0.656529426574707
decreases^chemical synthesis	asolectin	DPP4	0.656529426574707
decreases^chemical synthesis	mu-conotoxin KIIIA, Conus kinoshitai	DPP4	0.6563094854354858
decreases^chemical synthesis	Isethionic Acid	DPP4	0.6563094854354858
decreases^chemical synthesis	SSR180575	TIPARP	0.6560896039009094
decreases^chemical synthesis	nalmefene	TIPARP	0.6559894680976868
decreases^chemical synthesis	4-methylumbelliferyl-galactopyranoside	TIPARP	0.6559894680976868
decreases^chemical synthesis	NNC 711	TIPARP	0.6559889316558838
decreases^chemical synthesis	N-(4-O-glycerol-3-methoxybenzyl)nonivamide	TIPARP	0.6559889316558838
decreases^chemical synthesis	1,4-dinitrobenzene	TMPRSS4	0.6559821367263794
decreases^chemical synthesis	Levodopa	TIPARP	0.6559475064277649
decreases^chemical synthesis	(arginine)9-cysteinyl-glutaminyl-cysteinyl-arginyl-arginyl-lysyl-asparagine	TIPARP	0.6559195518493652
decreases^chemical synthesis	S-hydroxymethylglutathione	TIPARP	0.6559195518493652
decreases^chemical synthesis	dodecylbenzene	TIPARP	0.6558931469917297
decreases^chemical synthesis	malononitrilamide 279	TIPARP	0.6558931469917297
decreases^chemical synthesis	prunetin	TIPARP	0.6558931469917297
decreases^chemical synthesis	bucindolol	TIPARP	0.6558931469917297
decreases^chemical synthesis	benzo(a)pyrene-3,6-quinol	TIPARP	0.6558685898780823
decreases^chemical synthesis	1,1-dimethylbutyl-1-deoxy-Delta(9)-THC	TIPARP	0.6558685898780823
decreases^chemical synthesis	San-Huang-Xie-Xin-Tang	TIPARP	0.6558685898780823
decreases^chemical synthesis	phenylmercuric chloride	TMPRSS4	0.6558666825294495
affects^localization	cotylenin A	CD9	0.6558054089546204
affects^localization	2,4-dichlorophenoxyacetyl-S-acyl-CoA thioester	TMPRSS4	0.6557691693305969
decreases^chemical synthesis	tri-o-cresyl phosphate	TIPARP	0.6557400226593018
affects^localization	2,4-dichlorophenoxyacetyl-S-acyl-CoA thioester	CD9	0.6557309031486511
decreases^chemical synthesis	SSR180575	TMPRSS4	0.6557295918464661
decreases^chemical synthesis	Bacitracin	TMPRSS4	0.6557285189628601
decreases^chemical synthesis	3-((2-methyl-1,3-thiazol-4-yl)ethynyl)piperidine	TMPRSS4	0.6557285189628601
decreases^chemical synthesis	Palladium	TMPRSS4	0.6556878685951233
decreases^chemical synthesis	WAY 100135	TMPRSS4	0.6556878685951233
affects^localization	arachidoyl-coenzyme A	TMPRSS4	0.6556751728057861
decreases^chemical synthesis	Potassium Iodide	TIPARP	0.655656099319458
affects^localization	4-acetylantroquinonol B	CD9	0.6556527614593506
affects^localization	valerylsalicylate	CD9	0.6556527614593506
decreases^chemical synthesis	Isethionic Acid	TIPARP	0.6556473970413208
affects^localization	fluoroneplanocin A	TMPRSS4	0.6556428670883179
decreases^chemical synthesis	N-(1-ethyl-1-(4-methylphenyl)propyl)-7,7-dimethyl-5-phenyl-4,5,6,7-tetrahydropyrazolo(1,5-a)pyrimidine-3-carboxamide	TMPRSS4	0.6556128859519958
decreases^chemical synthesis	Miconazole	TMPRSS4	0.6556074023246765
decreases^chemical synthesis	zinc deuteroporphyrin IX 2,4-bis(glycol)	TMPRSS4	0.6556074023246765
affects^localization	fluoroneplanocin A	CD9	0.6556060314178467
decreases^chemical synthesis	estrone-3-O-sulfamate	TMPRSS4	0.6555890440940857
decreases^chemical synthesis	Enoxaparin	TMPRSS4	0.6555608510971069
decreases^chemical synthesis	S-hydroxymethylglutathione	TMPRSS4	0.6555608510971069
affects^localization	gypenoside	CD9	0.6555520296096802
affects^localization	1,2,3,7,8-pentachlorodibenzo-p-dioxin	CD9	0.6555520296096802
affects^localization	11-(2-pyrrolidin-1-ylethoxy)-14,19-dioxa-5,7,26-triazatetracyclo(19.3.1.1(2,6).1(8,12))heptacosa-1(25),2(26),3,5,8,10,12(27),16,21,23-decaene	TMPRSS4	0.6555472016334534
affects^localization	SGI-1027	TMPRSS4	0.6555472016334534
affects^localization	3-bromoacetylamino benzoic acid ethyl ester	TMPRSS4	0.6555472016334534
affects^localization	cycloadiphenine	TMPRSS4	0.6555472016334534
affects^localization	A 967079	TMPRSS4	0.6555472016334534
affects^localization	salsolinol	TMPRSS4	0.6555472016334534
affects^localization	Angiotensins	TMPRSS4	0.6555472016334534
affects^localization	theonyltrifluoroacetone	TMPRSS4	0.6555472016334534
affects^localization	3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol	TMPRSS4	0.6555472016334534
affects^localization	VRX0466617	TMPRSS4	0.6555472016334534
affects^localization	irofulven	CD9	0.6555236577987671
affects^localization	bradykinin, Sar-(D-Phe(8))des-Arg(9)	CD9	0.6555236577987671
affects^localization	monepantel sulfone	CD9	0.6555236577987671
affects^localization	Dimethyl Fumarate	CD9	0.6555236577987671
affects^localization	olaparib	CD9	0.6555236577987671
affects^localization	Butter	CD9	0.6555236577987671
affects^localization	Citric Acid	CD9	0.6555236577987671
affects^localization	5-(3-(3-hydroxyphenoxy)azetidin-1-yl)-5-methyl-2,2-diphenylhexanamide	CD9	0.6555236577987671
affects^localization	AZM551248	TMPRSS4	0.6555163860321045
affects^localization	Tetraethylammonium	TMPRSS4	0.655512273311615
affects^localization	2-((2-piperidin-1-ylethyl)thio)quinazolin-4(3H)-one	TMPRSS4	0.6555081009864807
affects^localization	cotylenin A	TMPRSS2	0.6555044054985046
affects^localization	nisoxetine	CD9	0.6554908752441406
affects^localization	bicalutamide	CD9	0.6554908752441406
affects^localization	AZM551248	CD9	0.6554809212684631
decreases^chemical synthesis	lipoarabinomannan	TMPRSS4	0.6554792523384094
decreases^chemical synthesis	2,6-dimethyl-1,4-benzoquinone	TMPRSS4	0.6554792523384094
decreases^chemical synthesis	isopropyl 5,12-hydroxypentadeca-8,10-dien-6,14-diynoate	TMPRSS4	0.6554792523384094
affects^localization	antimony trioxide	TMPRSS4	0.6554707288742065
affects^localization	pirinixic acid	TMPRSS4	0.6554707288742065
affects^localization	4-methylcyclohexanol	CD9	0.6554524898529053
affects^localization	fotemustine	TMPRSS4	0.6554344296455383
affects^localization	Dermatophagoides pteronyssinus antigen p 1	TMPRSS4	0.6554344296455383
affects^localization	5-methoxyindole-2-carboxylic acid	CD9	0.6554155945777893
affects^localization	benzotriphenylene	CD9	0.6554155945777893
affects^localization	sodium chlorate	CD9	0.6554155945777893
affects^localization	2-heptenal	TMPRSS2	0.6553517580032349
affects^localization	Benzene Derivatives	TMPRSS2	0.6553328037261963
affects^localization	leukadherin-1	DPP4	0.6553048491477966
affects^localization	PI 540	DPP4	0.6553048491477966
affects^localization	alpha,alpha-dimethoxytoluene	CD9	0.6552843451499939
affects^localization	Lofepramine	TMPRSS2	0.6552808284759521
affects^localization	parecoxib	DPP4	0.6552714109420776
affects^localization	glycyrol	DPP4	0.6552714109420776
affects^localization	aminoacetone	DPP4	0.6552714109420776
affects^localization	soyasaponin I	DPP4	0.6552576422691345
affects^localization	antimony trioxide	DPP4	0.6552576422691345
affects^localization	pirinixic acid	DPP4	0.6552576422691345
affects^localization	1,2,3,7,8-pentachlorodibenzo-p-dioxin	TMPRSS2	0.6552515625953674
affects^localization	UAB 30	TMPRSS2	0.6552489995956421
affects^localization	dehydrocostus lactone	TMPRSS2	0.6552489995956421
affects^localization	NAD	TMPRSS2	0.6552489995956421
affects^localization	3-O-acetylspectaline	TMPRSS2	0.6552489995956421
affects^localization	Metalloporphyrins	DPP4	0.65524822473526
affects^localization	6-hydroxywarfarin	DPP4	0.65524822473526
affects^localization	L 245976	TMPRSS2	0.6552228927612305
affects^localization	1-Naphthylisothiocyanate	TMPRSS2	0.6552228927612305
affects^localization	1,2-Dimethylhydrazine	DPP4	0.6552078723907471
affects^localization	Enflurane	DPP4	0.6552078723907471
affects^localization	ginkgolide C	DPP4	0.6552078723907471
affects^localization	naringenin chalcone	DPP4	0.6552078723907471
affects^localization	phosphatidylbutanol	DPP4	0.6552078723907471
affects^localization	flavone acetic acid	DPP4	0.6552078723907471
affects^localization	ganoderiol F	DPP4	0.6552035808563232
affects^localization	Benzene Derivatives	TMPRSS11A	0.65520179271698
affects^localization	Ferrichrome	TMPRSS11A	0.65520179271698
affects^localization	4-hydroxybenzoic acid	TIPARP	0.6551840901374817
affects^localization	inositol 1-phosphate	TIPARP	0.6551840901374817
affects^localization	1-(4-chlorophenyl)piperazine	TMPRSS2	0.6551839113235474
affects^localization	5-methoxyindole-2-carboxylic acid	TIPARP	0.6551510691642761
affects^localization	2-oxindole	TIPARP	0.6551510691642761
affects^localization	STO 609	TIPARP	0.6551510691642761
affects^localization	sodium chlorate	TIPARP	0.6551510691642761
affects^localization	LY2109761	DPP4	0.6551454663276672
affects^localization	penconazole	DPP4	0.6551411151885986
affects^localization	fotemustine	TIPARP	0.6551378965377808
affects^localization	metsulfuron methyl	TIPARP	0.6551378965377808
affects^localization	alpha,alpha-dimethoxytoluene	DPP4	0.6551008224487305
affects^localization	chlorodibromomethane	TIPARP	0.6550945043563843
affects^localization	Titanium	TIPARP	0.6550945043563843
affects^localization	Pyrazinamide	TIPARP	0.6550945043563843
affects^localization	XAV939	TIPARP	0.6550945043563843
affects^localization	Amphotericin B	TIPARP	0.6550945043563843
affects^localization	2-(3-estrone-N-ethyl-piperazine-methyl)tetracycline	TIPARP	0.6550945043563843
affects^localization	1-ethylpyrene	TIPARP	0.6550945043563843
affects^localization	L 245976	TMPRSS11A	0.6550902724266052
affects^localization	1-Naphthylisothiocyanate	TMPRSS11A	0.6550902724266052
affects^localization	Atrazine	TMPRSS2	0.65507972240448
affects^localization	1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole	DPP4	0.6550638675689697
affects^localization	LY2109761	TIPARP	0.6550607681274414
affects^localization	isomenthone	TMPRSS11A	0.6550440192222595
affects^localization	LY2109761	TMPRSS2	0.6550271511077881
affects^localization	Maraviroc	TIPARP	0.6550197005271912
affects^localization	Dietary Fats, Unsaturated	TIPARP	0.6550197005271912
affects^localization	Trimethoprim, Sulfamethoxazole Drug Combination	TIPARP	0.6550197005271912
affects^localization	Metalloporphyrins	TMPRSS11A	0.6549937129020691
affects^localization	6-hydroxywarfarin	TMPRSS11A	0.6549937129020691
affects^localization	methyllycaconitine	TMPRSS11A	0.6549863219261169
affects^localization	BMS 310705	TMPRSS11A	0.6549863219261169
affects^localization	9,10-phenanthrenequinone	TMPRSS11A	0.6549863219261169
affects^localization	3-hydroxybiphenyl	TMPRSS11A	0.6549863219261169
affects^localization	linoleamide	TMPRSS11A	0.6549863219261169
affects^localization	1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole	TIPARP	0.6549795269966125
affects^localization	EGYT 3615	TIPARP	0.6549795269966125
affects^localization	terpinenol-4	TMPRSS11A	0.6548876762390137
affects^localization	Maraviroc	TMPRSS11A	0.6548516750335693
affects^localization	Trimethoprim, Sulfamethoxazole Drug Combination	TMPRSS11A	0.6548516750335693
affects^localization	ciclobendazole	TIPARP	0.6548013687133789
affects^localization	ciclobendazole	TMPRSS11A	0.6546342968940735
increases^methylation	G36 compound	DPP4	0.6502367854118347
increases^methylation	N-oleoylethanolamine	DPP4	0.6502367854118347
increases^methylation	S 0859 compound	DPP4	0.6501628160476685
increases^methylation	3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-(4-(4-ethylpiperazin-1-yl)-phenylamino)pyrimidin-4-yl)-1-methylurea	DPP4	0.650087296962738
increases^methylation	(4-amidinophenyl)methanesulfonyl fluoride	DPP4	0.650087296962738
increases^methylation	Cephalothin	DPP4	0.650087296962738
increases^methylation	garcinol	DPP4	0.650087296962738
increases^methylation	titanium(IV) transferrin	DPP4	0.650087296962738
increases^methylation	2-(((3-(morpholinylmethyl)-2H-chromen-8-yl)oxy)methyl)morpholine	DPP4	0.650087296962738
affects^binding	Methylcholanthrene	TMPRSS2	0.6500842571258545
affects^binding	merbarone	CD9	0.6500577330589294
increases^methylation	lariciresinol	DPP4	0.6500210165977478
increases^methylation	Roscovitine	DPP4	0.6500210165977478
increases^methylation	1,2-dioleoyl-sn-glycero-3-phosphoglycerol	DPP4	0.6500210165977478
increases^methylation	NADP	DPP4	0.6500210165977478
increases^methylation	N-(1-((4-(3-carbamoylphenyl)-3,4-dimethylpiperidin-1-yl)methyl)-2-methylpropyl)-7-hydroxy-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	DPP4	0.6500210165977478
increases^methylation	N-oleoylethanolamine	TMPRSS11A	0.6499858498573303
increases^methylation	3-butylidene-4,5,6,7-tetrahydro-6,7-dihydroxy-1(3H)-isobenzofuranone	DPP4	0.649954080581665
increases^methylation	2,6-diaminopyridine-3,5-bis(thiocyanate)	DPP4	0.6499465703964233
increases^methylation	Nateglinide	DPP4	0.6499465703964233
affects^binding	clindamycin phosphate	TMPRSS2	0.649941086769104
increases^methylation	CID755673	DPP4	0.6499149799346924
increases^methylation	anhydrotetrodotoxin	DPP4	0.6499149799346924
affects^binding	LQFM030	TMPRSS2	0.6499030590057373
affects^binding	chromium histidinate	CD9	0.6498763561248779
affects^binding	silicon carbide	TMPRSS2	0.6498749256134033
affects^binding	6-tert-butyl-2,3-epoxy-1,4-benzoquinone	TMPRSS2	0.6498463749885559
affects^binding	8-fluoro-12-(4-methylpiperazin-1-yl)-6H-(1)benzothieno(2,3-b)(1,5)benzodiazepine	CD9	0.6498424410820007
affects^binding	4-anisaldehyde	CD9	0.6498130559921265
increases^methylation	Picibanil	DPP4	0.6497901082038879
increases^methylation	3,4-dichlorinated biphenyl	DPP4	0.6497901082038879
increases^methylation	EPTC	DPP4	0.6497684121131897
affects^binding	amlexanox	TMPRSS2	0.649761974811554
affects^binding	CVS 1123	TMPRSS2	0.6497388482093811
affects^binding	Flumethasone	TMPRSS2	0.6497388482093811
affects^binding	ebastine	TMPRSS2	0.649726390838623
affects^binding	2-iodo-7,8-dibromodibenzo-1,4-dioxin	TMPRSS2	0.649726390838623
affects^binding	N(6)-(delta(2)-isopentenyl)adenine	TMPRSS2	0.649726390838623
affects^binding	Dinitrochlorobenzene	TMPRSS2	0.649726390838623
affects^binding	1,2-naphthoquinone	DPP4	0.6497182250022888
affects^binding	1,2-naphthoquinone	TMPRSS11A	0.6497131586074829
affects^binding	amlexanox	CD9	0.6497080326080322
affects^binding	2,3-bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone	CD9	0.649706244468689
increases^methylation	clorprenaline	TMPRSS11A	0.6497042179107666
affects^binding	9-methoxy-2-methylellipticinium acetate	CD9	0.6496895551681519
affects^binding	GUM1 compound	CD9	0.6496895551681519
affects^binding	Perphenazine	CD9	0.6496895551681519
affects^binding	Carvedilol	CD9	0.6496895551681519
affects^binding	cobalt oxide	CD9	0.6496895551681519
affects^binding	Chlorpyrifos	CD9	0.6496895551681519
affects^binding	2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one	CD9	0.6496895551681519
affects^binding	pyrimethanil	CD9	0.6496895551681519
affects^binding	merbarone	DPP4	0.6496840715408325
affects^binding	tetra(4-N-methylpyridyl)porphine	DPP4	0.6496838927268982
affects^binding	MLN7243	DPP4	0.6496838927268982
increases^methylation	n-hexanal	CD9	0.6496623754501343
affects^binding	AL-10 compound	TMPRSS2	0.6496330499649048
affects^binding	Carbazoles	TMPRSS2	0.6496330499649048
affects^binding	3-DOXYLANDROSTANOL	TMPRSS2	0.6496330499649048
affects^binding	Diketopiperazines	CD9	0.6496097445487976
increases^methylation	anhydrotetrodotoxin	CD9	0.6496086120605469
increases^methylation	BD 1008	CD9	0.6496086120605469
affects^binding	AL-10 compound	CD9	0.6495798826217651
affects^binding	3-DOXYLANDROSTANOL	CD9	0.6495798826217651
affects^binding	1-3-methylbutyryl-N4-6-aminohexanoyl-piperazine	DPP4	0.6495771408081055
affects^binding	Deuterium	DPP4	0.6495771408081055
increases^methylation	Picibanil	TMPRSS11A	0.6495408415794373
affects^binding	1-aminopyrene	TMPRSS2	0.6495382189750671
affects^binding	S-methyl-N-butylthiocarbamate sulfoxide	TMPRSS2	0.6495382189750671
increases^methylation	Linolenic Acids	TMPRSS11A	0.6495354771614075
increases^methylation	brazilin	TMPRSS11A	0.6495354771614075
increases^methylation	Teas, Herbal	TMPRSS11A	0.6495354771614075
increases^methylation	SR 46349B	TMPRSS11A	0.6495354771614075
increases^methylation	metanicotine	TMPRSS11A	0.6495187878608704
affects^binding	clindamycin phosphate	DPP4	0.6495183110237122
affects^binding	diazepinylbenzoic acid	DPP4	0.6495123505592346
affects^binding	decabromodiphenyl ethane	DPP4	0.6495123505592346
affects^binding	spiradoline	DPP4	0.6495123505592346
affects^binding	HC-067047	DPP4	0.6495123505592346
affects^binding	Pentostatin	DPP4	0.6495123505592346
affects^binding	Triacetin	CD9	0.6495059132575989
affects^binding	Quinolinium Compounds	CD9	0.6495059132575989
affects^binding	pro-diazepam	CD9	0.6495059132575989
affects^binding	proroxan	CD9	0.6495059132575989
affects^binding	CF regimen	TMPRSS2	0.6494921445846558
increases^methylation	3,4-dichlorinated biphenyl	CD9	0.6494834423065186
affects^binding	Deuterium	TIPARP	0.6494733095169067
affects^binding	Ziram	DPP4	0.6494699120521545
affects^binding	bis(phenylimidazoselenazolyl) diselenide	CD9	0.649466872215271
affects^binding	androst-16-en-3-ol	CD9	0.649466872215271
affects^binding	methylprednisolone aceponate	CD9	0.649466872215271
affects^binding	glycidol	TMPRSS2	0.6494607925415039
increases^methylation	4-methylethcathinone	CD9	0.649440348148346
affects^binding	oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine	DPP4	0.6494203805923462
affects^binding	clindamycin phosphate	TIPARP	0.649414598941803
affects^binding	glycidol	CD9	0.6494081616401672
affects^binding	Ro 41-1049	TMPRSS2	0.6494042277336121
increases^methylation	5-Methoxytryptamine	TMPRSS11A	0.6494000554084778
increases^methylation	Cyproterone	TMPRSS11A	0.6494000554084778
increases^methylation	methyl 3, 5-O-dicaffeoylquinate	TMPRSS11A	0.6494000554084778
increases^methylation	((dihydroindenyl)oxy)alkanoic acid	TMPRSS11A	0.6494000554084778
increases^methylation	tropacocaine	TMPRSS11A	0.6494000554084778
affects^binding	demethoxyfumitremorgin C	TMPRSS11A	0.6493811011314392
affects^binding	LQFM030	TIPARP	0.6493756771087646
increases^methylation	5-((3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydro-2-naphthalenyl)methyl)-N-(2,4,6-trimethoxyphenyl)-2-furamide	TMPRSS11A	0.6493743062019348
affects^binding	Enzyme Inhibitors	TMPRSS2	0.6493512392044067
affects^binding	schizandrer A	TMPRSS11A	0.6493489742279053
affects^binding	N2-(1H-indazole-5-yl)-N6-methyl-3-nitropyridine-2,6-diamine	TMPRSS11A	0.6493489742279053
increases^methylation	secomilbemycin D	CD9	0.649312436580658
increases^methylation	Auranofin	CD9	0.649312436580658
increases^methylation	P 34081	CD9	0.649312436580658
increases^methylation	Zymosan	CD9	0.649312436580658
increases^methylation	Eicosanoids	CD9	0.649312436580658
increases^methylation	Phenylephrine	CD9	0.649312436580658
increases^methylation	6-methoxy-8-((2-furanylmethyl)amino)-4-methyl-5-(3-trifluoromethylphenyloxy)quinoline	CD9	0.649312436580658
affects^binding	fujiflavone P40	TIPARP	0.6493009924888611
affects^binding	Mustard Compounds	TIPARP	0.6493009924888611
affects^binding	homocarnosine	TIPARP	0.6493009924888611
affects^binding	2-amino-9H-pyrido(2,3-b)indole	TIPARP	0.6493009924888611
affects^binding	11-methylbenzanthracene	TIPARP	0.6493009924888611
affects^binding	palytoxin	TIPARP	0.6493009924888611
increases^methylation	L-4F peptide	CD9	0.6492791175842285
increases^methylation	Amprolium	CD9	0.6492791175842285
increases^methylation	malassezin	CD9	0.6492791175842285
affects^binding	dipicolinic acid	TIPARP	0.6492781639099121
affects^binding	senktide	TMPRSS11A	0.6492453217506409
affects^binding	triphenylphosphine oxide	TMPRSS11A	0.6492453217506409
affects^binding	bioallethrin	TMPRSS11A	0.6492453217506409
affects^binding	Boron Compounds	TMPRSS11A	0.6492453217506409
affects^binding	miglitol	TMPRSS11A	0.6492453217506409
affects^binding	yessotoxin	TMPRSS11A	0.6492453217506409
affects^binding	Tetramethylphenylenediamine	TMPRSS11A	0.6492453217506409
affects^binding	Withanolides	TMPRSS11A	0.6492453217506409
affects^binding	varespladib methyl	TMPRSS11A	0.6492435336112976
affects^binding	rebamipide	TMPRSS11A	0.6492435336112976
affects^binding	fomesafen	TIPARP	0.6492330431938171
affects^binding	merbarone	TMPRSS4	0.6492258310317993
affects^binding	tetra(4-N-methylpyridyl)porphine	TMPRSS4	0.6492235064506531
affects^binding	EMD 53998	TMPRSS4	0.6492235064506531
affects^binding	MLN7243	TMPRSS4	0.6492235064506531
affects^binding	ertugliflozin	TIPARP	0.6492138504981995
increases^methylation	capryol propylene glycol monocaprylate	TMPRSS11A	0.6491883397102356
increases^methylation	vicanicin	TMPRSS11A	0.6491843461990356
increases^methylation	perfluorooctanoic acid	TMPRSS11A	0.6491843461990356
increases^methylation	Isonicotinic Acids	CD9	0.6491441130638123
affects^binding	manganese chloride	TIPARP	0.6491405963897705
affects^binding	RS 8359	TIPARP	0.6491405963897705
affects^binding	ethanolamine O-sulfate	TIPARP	0.6491405963897705
affects^binding	4-nitrobenzaldehyde	TMPRSS11A	0.6491393446922302
affects^binding	2-cyclopentyl-5-(5-isoquinolylsulfonyl)-6-nitro-1H-benzo(D)imidazole	TMPRSS11A	0.6491393446922302
affects^binding	aphidicolin glycinate	TMPRSS11A	0.6491393446922302
affects^binding	proroxan	TMPRSS11A	0.6491393446922302
affects^binding	1-aminopyrene	TMPRSS11A	0.6491174101829529
increases^methylation	4-hydroxybutyric acid	TMPRSS2	0.6491057872772217
affects^binding	androst-16-en-3-ol	TMPRSS11A	0.6491015553474426
increases^methylation	1,1,4-tris(acetyloxy)-2-nonene	TMPRSS11A	0.6491002440452576
increases^methylation	N-methyl-N-benzylnitrosamine	TMPRSS11A	0.6491002440452576
increases^methylation	incobotulinumtoxinA	TMPRSS11A	0.6491002440452576
increases^methylation	nefazodone	TMPRSS11A	0.6491002440452576
