increases^abundance	Succinic Acid	BCL2	0.73071243563422	
increases^abundance	agathisflavone	BCL2 	0.7303145446231	
increases^abundance	C646 compound	BCL2	0.7303250025749124	
increases^glucuronidation	Calcium, RELA	0.7301309630628967
increases^mutagenesis	ICI 154129	DNMT1	0.645013689994812
increases^hydrolysis	Atrasentan	VEGFA	0.6450004577636719
increases^mutagenesis	benzothiophene	DNMT1	0.6449991464614868
increases^mutagenesis	64Cu-CB-TE2A-sst2-ANT	HSPB1	0.644997239112854
increases^mutagenesis	Nisoldipine	DNMT1	0.6449939012527466
affects^chemical synthesis	oleuropein	BAX	0.6449924111366272
decreases^reaction	alternariol	CCND1	0.6449803709983826
decreases^degradation	acetyl-11-ketoboswellic acid	ACTA2	0.6449780464172363
affects^response to substance	12-deoxyphorbolphenylacetate-20-acetate	BAX	0.6449715495109558
increases^hydrolysis	1,12-benzoperylene	PTGS2	0.6449627876281738
increases^hydrolysis	Thiram	CDKN1A	0.6449576616287231
decreases^degradation	jaceosidin	CASP8	0.6449492573738098
increases^mutagenesis	Piribedil	DNMT1	0.6449428796768188
decreases^degradation	Fats, Unsaturated	CASP8	0.6449376344680786
increases^hydrolysis	N-(2-hydroxybenzoyl)tyramine	PARP1	0.6449369192123413
increases^mutagenesis	etizolam	DNMT1	0.6449308395385742
increases^mutagenesis	64Cu-CB-TE2A-sst2-ANT	DNMT1	0.6449239253997803
increases^hydrolysis	Active Hexose Correlated Compound	MMP9	0.6449066400527954
affects^localization	4-amino-1,8-naphthalimide	BAX	0.6448680758476257
increases^mutagenesis	xanthone	DNMT1	0.6448675990104675
decreases^degradation	1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one	ACTA2	0.6448465585708618
decreases^degradation	FPS-ZM1	CDKN1A	0.6448432803153992
increases^hydrolysis	Cotinine	CASP8	0.6448281407356262
increases^mutagenesis	U 78517F	DNMT1	0.6448277235031128
decreases^degradation	methylmercuric chloride	CCND1	0.6447532773017883
increases^sumoylation	cyproconazole	ACTA2	0.6447394490242004
increases^mutagenesis	5-aziridinyl-3-hydroxyl-1-methylindole-4,7-dione	APC	0.6447259187698364
increases^reduction	butyraldehyde	RELA	0.644721269607544
affects^cotreatment	Buserelin	CTNNB1	0.6446298360824585
affects^response to substance	OMDM-1 cpd	CTNNB1	0.6446216702461243
increases^cleavage	alborixin	PARP1	0.6446040868759155
decreases^reaction	Maneb	CDKN1A	0.644578218460083
increases^sumoylation	1-Naphthylisothiocyanate	SOD2	0.6445635557174683
decreases^transport	monobutyl phthalate	CTNNB1	0.6445532441139221
increases^hydrolysis	7-oxozeanol	BAX	0.6445372104644775
affects^response to substance	OMDM-1 cpd	CCND1	0.6445318460464478
affects^chemical synthesis	Methadone	CASP8	0.6445281505584717
decreases^degradation	Eicosanoids	RELA	0.6445164084434509
affects^cotreatment	6-codeinone	CCND1	0.6444810628890991
increases^sumoylation	1-Naphthylisothiocyanate	MMP9	0.6444767117500305
affects^expression	octanoic acid	ICAM1	0.6444587707519531
decreases^degradation	1,1,4-tris(acetyloxy)-2-nonene	CTNNB1	0.6444504261016846
decreases^transport	alpha-Chlorohydrin	TP53	0.6444066762924194
decreases^degradation	Ferric Oxide, Saccharated	RELA	0.6443880796432495
affects^cotreatment	hellebrigenin	AKT1	0.6443451046943665
increases^hydrolysis	pirimiphos methyl	BCL2	0.6443433165550232
increases^mutagenesis	Pregnanes	APC	0.6443097591400146
affects^response to substance	riddelliine	RELA	0.6442785263061523
increases^hydrolysis	4-octylphenol	SOD2	0.6442762613296509
decreases^degradation	acetyl-11-ketoboswellic acid	CCND1	0.6442743539810181
increases^phosphorylation	glucosamine 3-O-sulfate	PARP1	0.6442716121673584
increases^mutagenesis	1-vinylpyrene	APC	0.6442567110061646
increases^reaction	Pyruvic Acid	LEP	0.6442476511001587
increases^hydrolysis	Metronidazole	PARP1	0.6442181468009949
increases^expression	Hydrocarbons, Chlorinated	ACTA2	0.6442170739173889
increases^mutagenesis	7-(N,N-dipropylamino)-5,6,7,8-tetrahydronaphtho(2,3-b)dihydro-2,3-furan	APC	0.6441822052001953
increases^hydrolysis	arachidonyltrifluoromethane	APC	0.6441539525985718
affects^response to substance	Erythrosine	VEGFA	0.6441484689712524
increases^reaction	chetomin	VEGFA	0.6441413760185242
decreases^degradation	1,1,4-tris(acetyloxy)-2-nonene	CDKN1A	0.6440975666046143
increases^mutagenesis	1,1,1-trichloroethane	APC	0.6440951824188232
affects^chemical synthesis	Inulin	HSPB1	0.6440797448158264
increases^mutagenesis	arachidonylcyclopropylamide	APC	0.6440749168395996
increases^mutagenesis	versipelostatin	APC	0.644073486328125
increases^mutagenesis	phenylarsonous acid	APC	0.644072949886322
increases^mutagenesis	N4-(9-ethyl-9H-carbazol-3-yl)-N2-(3-morpholin-4-ylpropyl)-pyrimidine-2,4-diamine	APC	0.6440619230270386
decreases^reaction	quercetagetin	AKT1	0.6440579891204834
affects^chemical synthesis	Matrix Metalloproteinase Inhibitors	PTGS2	0.6440520286560059
decreases^reaction	7-(hydroxyimino)cyclopropan(b)chromen-1a-carbxoylic acid ethyl ester	BCL2	0.644037663936615
increases^mutagenesis	ganoderic acid	APC	0.6440359354019165
decreases^degradation	garcinol	SOD2	0.6440288424491882
increases^mutagenesis	2-gluthionyl-3,5,6-trichloro-1,4-benzoquinone	APC	0.644009530544281
increases^mutagenesis	qinghuang	APC	0.6440061926841736
increases^mutagenesis	Trimethaphan	APC	0.6439939141273499
affects^response to substance	silybin-phytosome	CDKN1A	0.6439827084541321
increases^phosphorylation	3-hydroxy-3-methylglutaryl-coenzyme A	PARP1	0.6439776420593262
increases^mutagenesis	4-(4-(2,3-dihydrobenzo(1,4)dioxin-6-yl)-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide	APC	0.6439739465713501
increases^phosphorylation	tribromoethanol	PARP1	0.6439256072044373
increases^mutagenesis	etizolam	APC	0.6439207792282104
increases^phosphorylation	A 443654	RELA	0.6439071297645569
affects^export	2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluoro-5-bromobenzamide	RELA	0.6438952684402466
increases^hydrolysis	epoxy resin AH-26	TP53	0.6438837051391602
increases^hydrolysis	Polychlorinated Dibenzodioxins	TP53	0.6438771486282349
increases^phosphorylation	alclometasone dipropionate	PARP1	0.643868625164032
increases^mutagenesis	angiotensin III, Ile(7)-	APC	0.6438608169555664
increases^phosphorylation	kaempferol-7-methyl ether	RELA	0.6438509821891785
affects^response to substance	AEOL 10150	CTNNB1	0.6438410878181458
increases^mutagenesis	drospirenone and ethinyl estradiol combination	APC	0.6438097953796387
decreases^degradation	acetyl-11-ketoboswellic acid	APC	0.6438015699386597
decreases^degradation	Fats, Unsaturated	MMP9	0.6437962055206299
increases^phosphorylation	KT 5926	PARP1	0.6437913775444031
increases^phosphorylation	Phenylacetates	PARP1	0.6437896490097046
affects^cotreatment	phenoxyacetic acid	ACTA2	0.6437876224517822
increases^mutagenesis	VPC23019	APC	0.6437682509422302
decreases^degradation	H 1356	PTGS2	0.6437585949897766
affects^secretion	Atropine	PTGS2	0.6437545418739319
decreases^reaction	Nigericin	IL1B	0.6437327861785889
affects^expression	Roscovitine	CDKN1A	0.6437305808067322
decreases^degradation	anhydrotetrodotoxin	PTGS2	0.6437000632286072
increases^phosphorylation	Z 335	RELA	0.6436880230903625
increases^hydrolysis	Metronidazole	AKT1	0.6436861753463745
increases^hydrolysis	Lapatinib	CCND1	0.6436854600906372
decreases^degradation	4-methylethcathinone	AKT1	0.6436686515808105
increases^hydrolysis	Pregnenolone	CDKN1A	0.6436665654182434
increases^phosphorylation	1-methylnaphthalene	AKT1	0.6436633467674255
increases^sumoylation	1-Naphthylisothiocyanate	AKT1	0.6436521410942078
increases^phosphorylation	X 910279	PARP1	0.6436395645141602
affects^secretion	olaquindox	CDKN1A	0.6436384320259094
increases^phosphorylation	cyclovirobuxine D	RELA	0.6436247229576111
affects^response to substance	fumigaclavine C	VEGFA	0.6436242461204529
increases^phosphorylation	Carbon Dioxide	PARP1	0.6435713171958923
decreases^degradation	VULM 1457	RELA	0.6435686945915222
increases^hydrolysis	hydroxygenkwanin	BAX	0.6435548067092896
increases^phosphorylation	17-desoxyestradiol	PARP1	0.6435441374778748
increases^phosphorylation	5-amino-1-naphthol	PARP1	0.6435405611991882
increases^phosphorylation	1,3,4-oxadiazole	TP53	0.6435382962226868
increases^phosphorylation	kaempferol-7-methyl ether	PARP1	0.6435356140136719
increases^hydrolysis	Dioxolanes	TP53	0.643532931804657
increases^phosphorylation	5-hydroxymethylomeprazole	TP53	0.6435239315032959
decreases^degradation	3,4-dichlorinated biphenyl	RELA	0.6435216069221497
affects^phosphorylation	maslinic acid	CCND1	0.6435187458992004
decreases^degradation	Amprolium	RELA	0.6435137987136841
increases^phosphorylation	dimethoxy-4-indophenyl-2-aminopropane	PARP1	0.6435103416442871
affects^cotreatment	coclaurine	CCND1	0.6435096859931946
increases^phosphorylation	clofilium	RELA	0.6435048580169678
increases^phosphorylation	arsenic trisulfide	PARP1	0.6435006856918335
increases^hydrolysis	Changkil	ACTA2	0.6434999704360962
increases^phosphorylation	4-(heptyloxy)phenol	PARP1	0.643491804599762
increases^phosphorylation	Thioridazine	PARP1	0.643491804599762
decreases^degradation	G36 compound	RELA	0.6434786915779114
decreases^activity	Buserelin	PTGS2	0.6434511542320251
increases^hydrolysis	fostriecin	AKT1	0.643444836139679
decreases^degradation	xestospongin B	RELA	0.6434422135353088
increases^phosphorylation	ibuprofen acyl glucuronide	RELA	0.6434283256530762
decreases^degradation	jaceosidin	ACTA2	0.6434187293052673
increases^phosphorylation	triisopropyl phosphate	RELA	0.643401563167572
decreases^degradation	ubiquinone 9	RELA	0.6433980464935303
increases^phosphorylation	7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine	RELA	0.6433946490287781
affects^cotreatment	Ethinyl Estradiol-Norgestrel Combination	PTGS2	0.6433942914009094
increases^phosphorylation	dexpanthenol	RELA	0.6433925032615662
decreases^degradation	VULM 1457	PTGS2	0.6433820128440857
increases^expression	1-hexacosanol	NOS2	0.6433742642402649
increases^phosphorylation	GW 4869	RELA	0.643370509147644
increases^phosphorylation	6F peptide	PARP1	0.6433424949645996
increases^phosphorylation	corticosterone-21-hemisuccinate	RELA	0.6433318853378296
increases^phosphorylation	repaglinide	RELA	0.6433252692222595
decreases^degradation	vicanicin	PTGS2	0.6433224081993103
decreases^degradation	Cephalothin	RELA	0.6433199644088745
decreases^degradation	Fats, Unsaturated	ACTA2	0.6433125734329224
affects^cotreatment	imidazole	CTNNB1	0.6433089971542358
decreases^degradation	Bromthymol Blue	PTGS2	0.6432920694351196
increases^phosphorylation	KT 5926	AKT1	0.6432759761810303
affects^export	2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluoro-5-bromobenzamide	BCL2	0.6432607173919678
affects^secretion	Atropine	ACTA2	0.6432605981826782
decreases^degradation	methyl 3, 5-O-dicaffeoylquinate	RELA	0.6432539224624634
decreases^degradation	Sulfisoxazole	PTGS2	0.6432480216026306
increases^expression	tert-Butyl Alcohol	NOS2	0.6432384848594666
increases^phosphorylation	1,4-androstadiene-3,17-dione	AKT1	0.6432346701622009
increases^phosphorylation	PF 232798	RELA	0.6432331204414368
decreases^reaction	bifendate	PTGS2	0.6432142853736877
decreases^degradation	chebulic acid	PTGS2	0.6432139873504639
affects^cotreatment	imidazole	ACTA2	0.6432130336761475
increases^phosphorylation	fananserin	RELA	0.643208384513855
increases^phosphorylation	3-hydroxy-3-methylglutaryl-coenzyme A	CASP8	0.6432074904441833
decreases^degradation	dimethyl maleate	PTGS2	0.6432008743286133
increases^phosphorylation	glucosamine 3-O-sulfate	BAX	0.6431958675384521
decreases^reaction	bifendate	NOS2	0.6431576609611511
increases^phosphorylation	tribromoethanol	CASP8	0.6431560516357422
affects^response to substance	N-(2-(3H-indol-3-yl)ethyl)-9-isopropyl-2-(5-methyl-3-pyridyl)purin-6-amine	PTGS2	0.6431499719619751
decreases^degradation	azosemide	PTGS2	0.6431410312652588
decreases^expression	A 771726	CCND2	0.6431174278259277
increases^hydrolysis	benzenearsonic acid	AKT1	0.6431150436401367
increases^hydrolysis	Terphenyl Compounds	TP53	0.6431055068969727
increases^phosphorylation	Prostaglandins F	RELA	0.6431046724319458
affects^chemical synthesis	argatroban	PARP1	0.6430991888046265
decreases^degradation	LY 231617	PTGS2	0.6430836319923401
increases^hydrolysis	propargyl alcohol	AKT1	0.6430792212486267
increases^phosphorylation	1-methylnaphthalene	PTGS2	0.6430709362030029
increases^hydrolysis	ZD 7155	PARP1	0.6430583000183105
increases^phosphorylation	GGTI 2147	TP53	0.6429792046546936
decreases^degradation	1,1,4-tris(acetyloxy)-2-nonene	APC	0.6429479122161865
affects^response to substance	manganese tetrakis-(N-ethyl-2 pyridyl) porphyrin	ACTA2	0.642941415309906
increases^expression	ProMune	CXCL10	0.6429370641708374
decreases^degradation	metanicotine	PTGS2	0.6429310441017151
increases^phosphorylation	molybdate	CASP8	0.6429288387298584
increases^hydrolysis	etofibrate	PARP1	0.642898440361023
increases^expression	Glycosaminoglycans	IL1B	0.6428744792938232
increases^hydrolysis	fostriecin	PTGS2	0.6428734064102173
increases^expression	Thiamylal	JUN	0.6428670883178711
increases^phosphorylation	Polyvinyl Chloride	TP53	0.6428649425506592
increases^hydrolysis	ganoderic acid T	AKT1	0.6428640484809875
affects^phosphorylation	maslinic acid	SOD2	0.6428533792495728
increases^hydrolysis	methyl 2,5-dihydroxycinnamate	TP53	0.6428526043891907
increases^phosphorylation	benzonidazole	TP53	0.6428521275520325
increases^phosphorylation	Isoxazoles	CASP8	0.6428521275520325
increases^phosphorylation	10-propargyl-10-deazaaminopterin	AKT1	0.6428459286689758
increases^phosphorylation	A 443654	CASP8	0.642816960811615
affects^cotreatment	Polychlorinated Dibenzodioxins	TP53	0.642811119556427
increases^hydrolysis	Changkil	CCND1	0.6427794098854065
increases^phosphorylation	neuropeptide Y, Leu(31)-Pro(34)-	TP53	0.6427760720252991
increases^hydrolysis	CB-5083	TP53	0.6427693367004395
increases^hydrolysis	Melengestrol Acetate	PARP1	0.642763614654541
increases^hydrolysis	alfacalcidol	PTGS2	0.64276123046875
increases^phosphorylation	R 115866	CASP8	0.6427575945854187
decreases^degradation	garcinol	BCL2	0.6427304744720459
increases^hydrolysis	very low density lipoprotein triglyceride	AKT1	0.6427059173583984
increases^hydrolysis	moxonidine	PTGS2	0.6427045464515686
increases^expression	Cystamine	ACTA2	0.6427005529403687
increases^phosphorylation	Fluorescent Dyes	AKT1	0.6426938772201538
increases^phosphorylation	4-bromoaniline	TP53	0.6426835060119629
increases^phosphorylation	fenpyroximate	PTGS2	0.6426749229431152
decreases^degradation	4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide	PTGS2	0.6426500678062439
increases^phosphorylation	clofilium	AKT1	0.64262855052948
increases^hydrolysis	4-octylphenol	CCND1	0.6426228880882263
decreases^activity	Cholera Toxin	ODC1	0.6426207423210144
affects^chemical synthesis	sanglifehrin A	MMP9	0.6426180005073547
affects^cotreatment	1-Deoxynojirimycin	LPL	0.6426145434379578
increases^hydrolysis	crotoxyphos	AKT1	0.642611563205719
affects^chemical synthesis	Heterocyclic Compounds	DNMT1	0.6426056027412415
increases^hydrolysis	radolmidine	TP53	0.6425983905792236
decreases^expression	Fluorodeoxyglucose F18	SLC2A1	0.6425977945327759
increases^phosphorylation	2-(4-chlorophenoxy)-N-(4-(2-(4-chlorophenoxy)acetamido)cyclohexyl)acetamide	TP53	0.6425958275794983
increases^phosphorylation	5-hydroxymethylomeprazole	CASP8	0.6425946354866028
increases^hydrolysis	Metalloids	AKT1	0.6425870656967163
affects^reaction	Acetyl Coenzyme A	IL1B	0.642582893371582
increases^phosphorylation	X 910279	BAX	0.6425729393959045
affects^secretion	SH-6 compound	BCL2	0.6425719857215881
increases^hydrolysis	Thiram	MMP9	0.6425666809082031
increases^phosphorylation	prometone	AKT1	0.6425572037696838
increases^hydrolysis	ZD 7155	AKT1	0.6425390243530273
increases^phosphorylation	cyclovirobuxine D	CASP8	0.6425243616104126
affects^chemical synthesis	fluridone	PARP1	0.6425150036811829
increases^hydrolysis	zoxamide	TP53	0.6425046920776367
increases^phosphorylation	Hexetidine	CASP8	0.6425045728683472
increases^phosphorylation	1,5-benzothiazepine	AKT1	0.6425042152404785
affects^secretion	3-(2,4-dichloro-5-methoxyphenyl)-2-sulfanyl-4(3H)-quinazolinone	VEGFA	0.6425028443336487
increases^phosphorylation	tetrachloropalladium	TP53	0.6424722075462341
increases^methylation	fipronil	ACTA2	0.64247065782547
affects^cotreatment	coclaurine	VEGFA	0.6424705982208252
increases^hydrolysis	benzenearsonic acid	PTGS2	0.6424537301063538
increases^phosphorylation	glucosamine 3-O-sulfate	BCL2	0.6424429416656494
decreases^activity	Ageladine A	MMP9	0.6424371004104614
increases^phosphorylation	Vemurafenib	AKT1	0.6424280405044556
increases^phosphorylation	4,5-epoxy-2-decenal	TP53	0.6424273252487183
increases^phosphorylation	repaglinide	AKT1	0.6424182057380676
affects^cotreatment	6-codeinone	PARP1	0.6424005031585693
increases^hydrolysis	phenyl biguanide	PARP1	0.6423987150192261
increases^hydrolysis	butralin	AKT1	0.6423981785774231
decreases^degradation	Mitotane	BCL2	0.6423953771591187
decreases^degradation	jaceosidin	DNMT1	0.6423899531364441
affects^response to substance	Phlorhizin	CDKN1A	0.6423864960670471
increases^hydrolysis	Qing Ye Dan	APC	0.642375111579895
decreases^degradation	garcinol	DNMT1	0.6423695087432861
increases^phosphorylation	2,5-dimethoxy-4-bromoamphetamine	BAX	0.6423664689064026
affects^secretion	3-(2,4-dichloro-5-methoxyphenyl)-2-sulfanyl-4(3H)-quinazolinone	CTNNB1	0.6423529386520386
increases^phosphorylation	digoxin-like factors	CASP8	0.6423525810241699
affects^reaction	Hydrocarbons, Chlorinated	ACTA2	0.6423524618148804
increases^phosphorylation	prometone	CASP8	0.6423442959785461
increases^hydrolysis	isomenthol	AKT1	0.6423439979553223
increases^phosphorylation	Nizatidine	CASP8	0.6423364281654358
affects^response to substance	imidazolidinyl urea	PARP1	0.6423349380493164
increases^phosphorylation	decursin	AKT1	0.6423216462135315
increases^phosphorylation	ibuprofen acyl glucuronide	CASP8	0.6423215270042419
increases^phosphorylation	5-hydroxymethylomeprazole	BAX	0.6423094868659973
affects^chemical synthesis	propionylcholine	PARP1	0.6423059701919556
affects^localization	phenanthrene	CTNNB1	0.6422891020774841
increases^phosphorylation	tribromoethanol	SOD2	0.6422884464263916
increases^hydrolysis	2-(6-((3,4-dihydro-2H-chromen-2-ylmethyl)amino)hexyl)tetrahydro-1H-pyrrolo(1,2-c)imidazole-1,3(2H)-dione	PTGS2	0.6422884464263916
increases^hydrolysis	GYKI 52466	TP53	0.6422865390777588
increases^phosphorylation	glucosamine 3-O-sulfate	MMP9	0.6422767043113708
affects^chemical synthesis	caracurine	PARP1	0.6422752737998962
decreases^reaction	Selegiline	PARP1	0.6422748565673828
affects^chemical synthesis	thiazolyl blue	PARP1	0.6422548890113831
increases^phosphorylation	3,4,5,6-tetrachlorocatechol	CASP8	0.6422512531280518
affects^expression	Pyridostigmine Bromide	SOD2	0.6422459483146667
increases^hydrolysis	oxytocin, Pen(1)-(4-MePhe)(2)-Thr(4)-Orn(8)-	AKT1	0.6422331929206848
affects^cotreatment	Erythropoietin	VEGFA	0.6422291994094849
increases^hydrolysis	tabun	PTGS2	0.642219066619873
increases^hydrolysis	UA 0713	PTGS2	0.6422131657600403
increases^phosphorylation	Fluorescent Dyes	BAX	0.6422130465507507
affects^secretion	Pregnenolone Carbonitrile	VEGFA	0.6422113180160522
affects^secretion	olaquindox	ACTA2	0.6422041654586792
increases^phosphorylation	butane-2,3-dione thiosemicarbazone oxime	BAX	0.6422034502029419
decreases^degradation	Carcinogens	PARP1	0.6422030925750732
increases^phosphorylation	CGS 34043	BAX	0.6421850919723511
increases^hydrolysis	Ropivacaine	DNMT1	0.6421831250190735
increases^phosphorylation	polaprezinc	CASP8	0.6421766877174377
affects^chemical synthesis	Methadone	VEGFA	0.6421543955802917
increases^phosphorylation	17-desoxyestradiol	CDKN1A	0.6421394944190979
affects^cotreatment	6-codeinone	CTNNB1	0.6421391367912292
increases^phosphorylation	clofilium	PTGS2	0.6421383619308472
increases^hydrolysis	Huangqin-Tang	ACTA2	0.6421371698379517
affects^chemical synthesis	argatroban	TP53	0.6421354413032532
affects^chemical synthesis	biflorin	PARP1	0.6421141624450684
increases^phosphorylation	4-nitrophenyl laurate	PTGS2	0.6421116590499878
increases^phosphorylation	4-(heptyloxy)phenol	CDKN1A	0.6420956254005432
increases^phosphorylation	Thioridazine	CDKN1A	0.6420956254005432
decreases^degradation	cruentaren A	PARP1	0.642080545425415
decreases^degradation	hydroxyitraconazole	PARP1	0.6420611143112183
increases^phosphorylation	mipafox	PTGS2	0.642056405544281
increases^phosphorylation	Perchlorates	CASP8	0.6420552134513855
decreases^degradation	trandolapril	PARP1	0.6420508623123169
increases^phosphorylation	3,N-dimethyl-N-(1-methyl-3-(4-methylpiperidin-1-yl)propyl)benzenesulfonamide	CDKN1A	0.6420469880104065
increases^phosphorylation	tribromoethanol	VEGFA	0.6420428156852722
decreases^degradation	mevastatin	PARP1	0.6420298218727112
increases^hydrolysis	cyperusphenol B	PARP1	0.6420263648033142
increases^phosphorylation	Fungicides, Industrial	PTGS2	0.6420161724090576
increases^phosphorylation	N-(2-(7-(cyclohexylmethyl)-1,6-dihydro-2H-indeno(5,4-b)furan-8-yl)ethyl)acetamide	AKT1	0.642015814781189
increases^hydrolysis	N-isopropyl-N-phenyl-4-phenylenediamine	PARP1	0.6420141458511353
affects^phosphorylation	maslinic acid	ACTA2	0.6420128345489502
increases^phosphorylation	dexpanthenol	PTGS2	0.6420118808746338
increases^phosphorylation	7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine	BAX	0.6420106887817383
increases^hydrolysis	Dihydroergotamine	TP53	0.6420066356658936
increases^hydrolysis	methyl 2,5-dihydroxycinnamate	PTGS2	0.6420049667358398
increases^phosphorylation	2-acetylbenzothiophene-S-oxide	CDKN1A	0.6420028805732727
increases^phosphorylation	1,3,4-oxadiazole	CDKN1A	0.6419991254806519
increases^hydrolysis	Fluorometholone	AKT1	0.6419990062713623
decreases^degradation	AG 2034	PARP1	0.6419946551322937
increases^phosphorylation	acrinathrin	BAX	0.6419944763183594
affects^chemical synthesis	methyl arachidonylfluorophosphonate	PARP1	0.6419913172721863
decreases^reaction	formylchromone	PCNA	0.6419827938079834
increases^phosphorylation	dioctanoyl-phosphatidylinositol 4,5-bisphosphate	BAX	0.6419822573661804
increases^hydrolysis	7-Ala-angiotensin (1-7)	RELA	0.6419711112976074
decreases^degradation	CC 3052	PARP1	0.6419573426246643
affects^cotreatment	coclaurine	MMP9	0.6419551968574524
affects^chemical synthesis	sanglifehrin A	CTNNB1	0.6419516205787659
affects^cotreatment	imidazole	AKT1	0.6419510245323181
increases^phosphorylation	N-acetyl glycine cysteine amide	BAX	0.641941487789154
increases^expression	saikosaponin	APC	0.6419360041618347
decreases^degradation	thiacloprid	PARP1	0.6419346332550049
increases^hydrolysis	fusarenon-X	AKT1	0.6419270634651184
increases^hydrolysis	NP260	AKT1	0.6419261693954468
decreases^degradation	((dihydroindenyl)oxy)alkanoic acid	PARP1	0.6419230103492737
affects^response to substance	Echinomycin	CCND1	0.6419216990470886
affects^chemical synthesis	lopinavir-ritonavir drug combination	PARP1	0.6419090628623962
increases^hydrolysis	TC 2559	PARP1	0.6419085264205933
decreases^degradation	1,2-dioleoyl-sn-glycero-3-phosphoglycerol	PARP1	0.6418979167938232
increases^hydrolysis	Dehydrocholic Acid	TP53	0.6418930888175964
increases^phosphorylation	R 115866	SOD2	0.6418920159339905
decreases^degradation	Aminobenzoates	PARP1	0.6418659687042236
increases^phosphorylation	Fluorescent Dyes	CDKN1A	0.6418619155883789
affects^chemical synthesis	1,5-naphthalenediamine	PARP1	0.6418616771697998
decreases^degradation	incobotulinumtoxinA	ACTA2	0.6418585181236267
decreases^degradation	butyl bromide	PARP1	0.6418551206588745
increases^hydrolysis	di-(4-aminophenyl)ether	TP53	0.6418547034263611
increases^hydrolysis	23-epi-26-deoxyactein	PARP1	0.6418465375900269
increases^hydrolysis	3-((O-6-deoxymannopyranosyl-1-2-O-(xylopyranosyl-1-3)arabinopyranosyl)oxy)-21-glucopyranosyloxy-20-hydroxydammar-24-en-19-al	PARP1	0.6418424844741821
increases^hydrolysis	nodosin	PARP1	0.6418378949165344
increases^phosphorylation	CGS 34043	CDKN1A	0.6418365240097046
increases^phosphorylation	indoxyl acetate	PTGS2	0.6418343186378479
decreases^degradation	Mitotane	APC	0.6418237686157227
increases^hydrolysis	monepantel	AKT1	0.641822338104248
decreases^degradation	cholesteryl oleyl ether	PARP1	0.641817569732666
affects^chemical synthesis	monocrystalline iron oxide nanoparticle	PARP1	0.6418120265007019
increases^hydrolysis	1-(5-fluoropentyl)-3-(1-naphthoyl)indole	PARP1	0.6418097019195557
decreases^degradation	bicuculline methiodide	PARP1	0.6418018341064453
increases^phosphorylation	vofopitant	BAX	0.6418003439903259
increases^phosphorylation	Perchlorates	BAX	0.641798198223114
decreases^degradation	malassezin	PARP1	0.6417830586433411
affects^response to substance	fluor-edenite	PARP1	0.6417698264122009
affects^response to substance	4-nitrophenol	APC	0.6417661905288696
increases^hydrolysis	heptanal	PTGS2	0.6417464017868042
increases^hydrolysis	radolmidine	PTGS2	0.6417462825775146
affects^cotreatment	bromfenvinphos	BCL2	0.6417343616485596
increases^phosphorylation	17-desoxyestradiol	CTNNB1	0.6417251229286194
decreases^degradation	4-chlorobiphenyl	BAX	0.6417245268821716
affects^response to substance	alatrofloxacin	CDKN1A	0.6417238116264343
increases^phosphorylation	mipafox	CDKN1A	0.6417193412780762
increases^hydrolysis	4-methylchrysene	PTGS2	0.6417102217674255
increases^phosphorylation	1,5-benzothiazepine	CDKN1A	0.641683042049408
increases^phosphorylation	nilvadipine	ACTA2	0.6416813731193542
increases^phosphorylation	Polyvinyl Chloride	PTGS2	0.641674816608429
increases^phosphorylation	R 115866	BCL2	0.6416701078414917
decreases^reaction	Niflumic Acid	PARP1	0.6416650414466858
increases^phosphorylation	kaempferol-7-methyl ether	VEGFA	0.6416561007499695
increases^hydrolysis	Olanzapine	CCND1	0.6416537761688232
affects^export	2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluoro-5-bromobenzamide	AKT1	0.6416444778442383
decreases^degradation	4-methylethcathinone	VEGFA	0.6416361331939697
increases^phosphorylation	dimethoxy-4-indophenyl-2-aminopropane	VEGFA	0.6416288614273071
increases^phosphorylation	dioctanoyl-phosphatidylinositol 4,5-bisphosphate	CDKN1A	0.64162677526474
affects^chemical synthesis	prostaglandin G2	PTGS2	0.6416242122650146
increases^hydrolysis	Penbutolol	PARP1	0.6416205763816833
increases^phosphorylation	Batroxase, Bothrops atrox	CDKN1A	0.6416047811508179
increases^phosphorylation	neuropeptide Y, Leu(31)-Pro(34)-	BAX	0.6416028141975403
increases^phosphorylation	glycolithocholic acid	CDKN1A	0.6416005492210388
increases^phosphorylation	3-aminopropylphosphinic acid	CDKN1A	0.6416002511978149
increases^phosphorylation	N-decarbomethoxyllated JW062	CDKN1A	0.641595184803009
increases^hydrolysis	1-(4-chlorophenyl)-benzo-2,5-quinone	AKT1	0.6415942907333374
decreases^expression	gardenin B	BCL2	0.641592264175415
decreases^degradation	Coumaric Acids	PARP1	0.6415799856185913
